;title_aline;day_youtube_aline
4368; O segredo de ser chato é dizer tudo | Papo Rápido | Papo de Segunda Verão;2021-01-13
4369; A serenidade é revolucionária | Papo Rápido | Papo De Segunda Verão;2021-01-13
4370; Me diga com quem andas que eu te direi quem és | Papo Rápido | Papo de Segunda Verão;2021-01-13
4371; NIL AGRA - Inteligência Ltda. Podcast #003;2021-01-13
4372; Igão ficou bravo com o pessoal do Flow? (Linguagem Corporal - Metaforando);2021-01-13
4373; PERDIDOS NO LABIRINTO DO TERROR - Labyrinthine | CAPÍTULOS 1-3;2021-01-12
4374; EBOLA 2 - ESSE JOGO ME LEMBRA RESIDENT EVIL | O Início de Gameplay em PT-BR;2021-01-12
4375; LUCAS (FRESNO) - Flow Podcast #285;2021-01-12
4376; RENATO ALBANI - Inteligência Ltda. Podcast #014;2021-01-12
4377; AFONSO PADILHA - Flow Podcast #202;2021-01-12
4378; 03. Baco Exu do Blues - Me Desculpa Jay Z (ft. 1LUM3);2021-01-12
4379;" Bring Me The Horizon - ""Can You Feel My Heart""";2021-01-12
4380; Travis Scott - SICKO MODE ft. Drake;2021-01-12
4381; Joji - SLOW DANCING IN THE DARK;2021-01-12
4382; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-12
4383; The Weeknd, Kendrick Lamar - Pray For Me (Official Lyric Video);2021-01-12
4384; Fake Love;2021-01-12
4385; Logic - Icy (feat. Gucci Mane) (Official Audio);2021-01-12
4386; Wet Dreamz;2021-01-12
4387; The Weeknd - Often (NSFW) (Official Video);2021-01-12
4388; Logic - Homicide (feat. Eminem) (Official Audio);2021-01-12
4389; The Weeknd - Save Your Tears (Official Music Video);2021-01-12
4390; No Role Modelz;2021-01-12
4391; Deadpool (Dublado);2021-01-12
4392; Dorian Yates: The Original Mass Monster;2021-01-12
4393; O Processo;2021-01-12
4394; Top 10 Super Vilões ( No universo cinematográfico dos quadrinhos );2021-01-12
4395; Top 10 filmes que achamos que seriam bons;2021-01-12
4396; Valorant - Limpar e Entrar;2021-01-12
4397; NOSSAS ESCOLHAS AMOROSAS, COMO ENTENDER? com Maria Homem | Soltos s.a.;2021-01-12
4398; A IMPORTÂNCIA DE ESTAR SÓ | Maria Homem;2021-01-12
4399; MURILO COUTO  - Podpah #25;2021-01-12
4400; CHRISTIAN FIGUEIREDO - Flow Podcast #267;2021-01-12
4401; Mais que 8 Minutos #014 (Felipe Castanhari);2021-01-11
4402; HOVERBOARD TEST! (PART 2/2);2021-01-11
4403; GABRIEL PATO - Flow Podcast #182;2021-01-11
4404; Gabriel Pato: Hacker Ético (Metadata Podcast #1);2021-01-11
4405; E O RAFINHA BASTOS? | Inteligência Ltda. Podcast;2021-01-11
4406; O DILEMA DAS REDES - ACHISMOS COM LEO PICON #2;2021-01-11
4407; EU GOSTO MUITO DO WHINDERSON NUNES - ACHISMOS COM RAFINHA BASTOS #2;2021-01-11
4408; O DIA EM QUE A LUÍSA SONZA FOI NA MINHA CASA! - ACHISMOS COM RAFINHA BASTOS #3;2021-01-11
4409; O dia que eu apanhei de um mendigo ninja com Maurício Meirelles;2021-01-11
4410; Extra Flow #27 - O PRIMEIRO DE 2021;2021-01-11
4411; Rita Von Hunty MARAVILHOSA solta o verbo com Júlia Rabello | Fale Conosco;2021-01-11
4412; ENFIM, JOUT JOUT! Viagens, pausa no canal e vida antes da quarentena | Fale Conosco;2021-01-11
4413; A família que a gente escolhe | Jout Jout de Saia | Saia Justa;2021-01-11
4414; PEQUENA LO REVELA: EMPODERAMENTO, PERRENGUES NA BALADA, FÃ DE RBD | Foquinha;2021-01-11
4415; PREVISÕES: CARDI FEAT. NICKI, HAILEY BIEBER GRÁVIDA, MAYRA CARDI E ARTHUR JUNTOS | Foquinha;2021-01-11
4416; Faz seu brilho. Faz Estácio.;2021-01-11
4417; Travis Scott - HIGHEST IN THE ROOM (Official Music Video);2021-01-11
4418; Arctic Monkeys - Do I Wanna Know? (Official Video);2021-01-11
4419; Apparently;2021-01-11
4420; The Weeknd - Save Your Tears (Official Music Video);2021-01-11
4421; Black Friday;2021-01-11
4422; Khalid - Location (Official Video);2021-01-11
4423; Sing About Me, I'm Dying Of Thirst;2021-01-11
4424; Mac Miller - Self Care (Official Music Video);2021-01-11
4425; Work Out;2021-01-11
4426; The Weeknd - Often (NSFW) (Official Video);2021-01-11
4427; Dead Man Walking;2021-01-11
4428; The Weeknd - Wicked Games (Official Video - Explicit);2021-01-11
4429; Mac Miller - My Favorite Part (feat. Ariana Grande) [Official Music Video];2021-01-11
4430; Bitch, Don’t Kill My Vibe;2021-01-11
4431; Travis Scott - Antidote;2021-01-11
4432; Childish Gambino - Redbone (Official Audio);2021-01-11
4433; The Weeknd, Kendrick Lamar - Pray For Me (Official Lyric Video);2021-01-11
4434; XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO);2021-01-11
4435; Needed Me;2021-01-11
4436; The Weeknd - The Zone (feat. Drake);2021-01-11
4437; 03. Baco Exu do Blues - Me Desculpa Jay Z (ft. 1LUM3);2021-01-11
4438; Fake Love;2021-01-11
4439; Joji - SLOW DANCING IN THE DARK;2021-01-11
4440; No Role Modelz;2021-01-11
4441; The Weeknd - Call Out My Name (Official Video);2021-01-11
4442; GUSTA STOCKLER - Inteligência Ltda. Podcast #024;2021-01-11
4443; MONARK (FLOW PODCAST) - Inteligência Ltda. Podcast #002;2021-01-11
4444; IGOR 3K  (FLOW PODCAST)  - Inteligência Ltda. Podcast #007;2021-01-11
4445;" IGOR 3K REVELA MOTIVO DA ""TRETA"" ENTRE FLOW E PODPAH | PODCORTES | INTELIGÊNCIA LTDA.";2021-01-11
4446; Hippie Sabotage - Devil Eyes;2021-01-11
4447; Travis Scott - Antidote;2021-01-11
4448; Fake Love;2021-01-11
4449; LSD - Genius ft. Sia, Diplo, Labrinth;2021-01-11
4450; Travis Scott and Fortnite Present: Astronomical (Full Event Video);2021-01-11
4451; Joji - SLOW DANCING IN THE DARK;2021-01-11
4452; 03. Baco Exu do Blues - Me Desculpa Jay Z (ft. 1LUM3);2021-01-11
4453; The Weeknd - Starboy ft. Daft Punk (Official Video);2021-01-11
4454; Travis Scott - SICKO MODE ft. Drake;2021-01-11
4455; The Weeknd - The Hills (Official Video);2021-01-11
4456; Post Malone - Take What You Want (Audio) ft. Ozzy Osbourne, Travis Scott;2021-01-11
4457; The Weeknd - Call Out My Name (Official Video);2021-01-11
4458; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-11
4459; XXXTENTACION - SAD!;2021-01-11
4460; Money Trees;2021-01-11
4461; Travis Scott - HIGHEST IN THE ROOM (Official Music Video);2021-01-11
4462; Wet Dreamz;2021-01-11
4463; No Role Modelz;2021-01-11
4464; QUE 2021 NÃO SEJA ASSIM!;2021-01-10
4465; ALEXANDRA APRONTA NOVAMENTE!;2021-01-10
4466; Post Malone - Better Now;2021-01-10
4467; Travis Scott - SICKO MODE ft. Drake;2021-01-10
4468; The Weeknd - Starboy ft. Daft Punk (Official Video);2021-01-10
4469; Post Malone - Take What You Want (Audio) ft. Ozzy Osbourne, Travis Scott;2021-01-10
4470; The Weeknd - The Hills (Official Video);2021-01-10
4471; Money Trees;2021-01-10
4472; Billie Eilish - my boy (Audio);2021-01-09
4473; XXXTENTACION - SAD!;2021-01-09
4474; Travis Scott - HIGHEST IN THE ROOM (Official Music Video);2021-01-09
4475; Travis Scott - goosebumps ft. Kendrick Lamar;2021-01-09
4476; XXXTENTACION - MOONLIGHT (OFFICIAL MUSIC VIDEO);2021-01-09
4477; Billie Eilish - everything i wanted;2021-01-09
4478; Joji - SLOW DANCING IN THE DARK;2021-01-09
4479; Fake Love;2021-01-09
4480; Wet Dreamz;2021-01-09
4481; No Role Modelz;2021-01-09
4482; NALATA DRIVER - Inteligência Ltda. Podcast #026;2021-01-08
4483; Disseram que minha análise estava ERRADA? (Linguagem Corporal - Metaforando);2021-01-08
4484; Tá rolando a Liquidação Fantástica Magalu!;2021-01-08
4485; 🔴 AO VIVO: Fábio Porchat recebe Whindersson Nunes e Thiago Ventura | Que História É Essa, Porchat?;2021-01-08
4486; AMANTE do PRIMO e PIADAS MACHISTAS!!;2021-01-08
4487; MORAR com a SOGRA ou MORAR com A MÃE?!;2021-01-08
4488; RETROSPECTIVA 2020;2021-01-08
4489; PORQUE NÃO TER FILHOS - Podcast Redução de Danos | Ep #12;2021-01-08
4490; Tame Impala - The Less I Know the Better (Official Audio);2021-01-08
4491; Billie Eilish - Bellyache;2021-01-08
4492; XXXTENTACION - SAD!;2021-01-08
4493; Billie Eilish - everything i wanted;2021-01-08
4494; Billie Eilish - my boy (Audio);2021-01-08
4495; Paramore: Ain't It Fun [OFFICIAL VIDEO];2021-01-08
4496;" Bring Me The Horizon - ""Can You Feel My Heart""";2021-01-08
4497; Paramore: Still Into You [OFFICIAL VIDEO];2021-01-08
4498; Paramore: Decode [OFFICIAL VIDEO];2021-01-08
4499; The Animals - House of the Rising Sun (1964) HQ/Widescreen ♫♥ 57 YEARS AGO;2021-01-08
4500; Led Zeppelin - Stairway to heaven LIVE;2021-01-08
4501; Jeremy (Live) - MTV Unplugged - Pearl Jam;2021-01-08
4502; Black (Live) - MTV Unplugged - Pearl Jam;2021-01-08
4503; Kings Of Leon - Sex on Fire (Official Video);2021-01-08
4504; Foo Fighters - Learn To Fly (Official Music Video);2021-01-08
4505; Foo Fighters - The Pretender;2021-01-08
4506; B.Y.O.B.;2021-01-08
4507; Bulls On Parade;2021-01-08
4508; Killing In the Name;2021-01-08
4509; System Of A Down - Aerials (Official Video);2021-01-08
4510; System Of A Down - B.Y.O.B. (Official Video);2021-01-08
4511; System Of A Down - Chop Suey! (Official Video);2021-01-08
4512; System Of A Down - Toxicity (Official Video);2021-01-08
4513; Put Your Head On My Shoulder;2021-01-08
4514; Elvis Presley - Can't Help Falling In Love (Audio);2021-01-08
4515; Louis Armstrong - La Vie En Rose (1950) [Digitally Remastered];2021-01-08
4516;" Elvis Presley
- Can't Help Falling In Love

(tradução)";2021-01-08
4517; twenty one pilots - Can't Help Falling In Love (Elvis Cover);2021-01-08
4518;" Heartless Bastards - ""Only For You""";2021-01-08
4519; Mysight;2021-01-08
4520; I Don't Wanna Be Okay Without You;2021-01-08
4521; If I Go, I'm Goin;2021-01-08
4522; The Saxophones - Just Give Up [Official Audio];2021-01-08
4523; The Saxophones - Singing Desperately [Official Audio];2021-01-08
4524; The Saxophones - Just You [Official Audio];2021-01-08
4525; Breezeblocks;2021-01-08
4526; the saxophones - aloha (legendado);2021-01-08
4527; If You're On The Water;2021-01-08
4528; A Vida Hoje Vale Mais, com Clóvis de Barros Filho e Mario Vitor Santos;2021-01-08
4529; Como Fica o Desejo?, com Maria Homem e Mario Vitor Santos;2021-01-08
4530; ESTAR SÓ, CLARICE, AMOR PARENTAL E FEMINISMO... | O melhor de Maria Homem;2021-01-08
4531; O EU CONTRA SI MESMO | Maria Homem;2021-01-08
4532; MAURÍCIO MEIRELLES E ARTHUR PETRY - Flow Podcast #158;2021-01-08
4533; MAURÍCIO MEIRELLES - Flow Podcast #123;2021-01-08
4534; MÚSICA, POLÍTICA, ROTINA DO ROCK E TODAS AS TRETAS DO CPM22 #ACHISMOS 14;2021-01-07
4535; Mais Que 8 Minutos #001 (Cauê Moura);2021-01-07
4536; Mais que 8 Minutos #013 (Augusto de Arruda Botelho);2021-01-07
4537; As melhores histórias de viagem a trabalho | Que História É Essa, Porchat?;2021-01-07
4538; Histórias BIZARRAS de viagens a dois: acidente, carona, fora e mais! | Que História É Essa, Porchat?;2021-01-07
4539; Fernanda Torres no Altas Horas, Bruna Surfistinha na rua e mais | Que História É Essa, Porchat?;2021-01-07
4540; Histórias BIZARRAS com amigos: viagens, trilhas e outras loucuras | Que História É Essa, Porchat?;2021-01-07
4541; Lázaro Ramos conta sobre briga no seu primeiro porre e mais! | Que História É Essa, Porchat?;2021-01-07
4542; Angélica, Jonathan e Nany People estreiam as NOVAS perguntas | Que História É Essa, Porchat?;2021-01-07
4543; Qual é o tamanho do seu sonho? | Mini Saia | Saia Justa Por Aí Curitiba | Kefera e Karol Conka;2021-01-07
4544; Depressão tem cura? | Mini Saia | Saia Justa;2021-01-07
4545; As contradições de Hebe Camargo | Mini Saia | Saia Justa;2021-01-07
4546; É possível viver sem vergonha? | Mini Saia | Saia Justa;2021-01-07
4547; O corpo da mulher é público? | Mini Saia | Saia Justa;2021-01-07
4548; O que você fez pela primeira vez? | Mini Saia | Saia Justa;2021-01-07
4549; Você deixa de falar com medo do que os outros vão pensar? | Mini Saia | Saia Justa Verão;2021-01-07
4550; RENATO ALBANI - Inteligência Ltda. Podcast #014;2021-01-07
4551; DIHH LOPES - Inteligência Ltda. Podcast #001;2021-01-07
4552; THIAGO VENTURA FORA DO 4 AMIGOS? - DIHH LOPES | Cortes do Inteligência Ltda.;2021-01-07
4553;" ""CUIDADO!"" JEFINHO E O PAPACU DO JOVEM NERD kkkkkkk (Cortes Borrachudos)";2021-01-07
4554; especial de natal atrasado pra economizar dinheiro;2021-01-07
4555; PETER JORDAN (EI NERD) - Inteligência Ltda. Podcast #025;2021-01-07
4556; Fresno - Redenção (Ao Vivo);2021-01-07
4557; Fresno - Quebre as Correntes (Ao Vivo);2021-01-07
4558; Fresno - Milonga (Ao Vivo);2021-01-07
4559; Fresno - Eu Sou a Maré Viva (Ao Vivo);2021-01-07
4560; Fresno - Revanche (Ao Vivo);2021-01-07
4561; Fresno - Die Lüge (Ao Vivo);2021-01-07
4562; Fresno - Maior Que as Muralhas (Ao Vivo);2021-01-07
4563; Fresno - Sobreviver e Acreditar (Ao Vivo);2021-01-07
4564; Fresno - Relato de um Homem de Bom Coração (Ao Vivo);2021-01-07
4565; ABRACE SUA SOMBRA - Elefante Sessions;2021-01-07
4566; Poeira Estelar - Lucas Silveira (Fresno) | Salaquar;2021-01-07
4567; Fresno | Axis Mundi (A Sinfonia de tudo que há - Ao vivo);2021-01-07
4568; fresno, jade baraldo - sua alegria foi cancelada (LYRIC VIDEO) - sua alegria foi cancelada |||||;2021-01-07
4569; Fresno - Duas Lágrimas (Ao Vivo);2021-01-07
4570; O ar - Fresno | ELEFANTE SESSIONS;2021-01-07
4571; Fresno | Poeira Estelar (A Sinfonia de tudo que há - Ao vivo);2021-01-07
4572; Fresno - O Resto é Nada Mais (O Sonho de um Visconde) (Ao Vivo);2021-01-07
4573; Fresno | A Sinfonia de Tudo que há (trecho ao vivo no Rio de Janeiro);2021-01-07
4574; Fresno | Diga, parte 2 (A Sinfonia de tudo que há - Ao vivo);2021-01-07
4575; Fresno | Sexto Andar (A Sinfonia de tudo que há - Ao vivo);2021-01-07
4576; Fresno | A Maldição (A Sinfonia de tudo que há - Ao vivo);2021-01-07
4577;" Criolo ""Plano de Voo (Part. Síntese)""";2021-01-07
4578; Criolo, Emicida, Mano Brown - Vida Loka I;2021-01-07
4579; Criolo - Chuva Ácida (prod. Sala 70) / Ainda Há Tempo -  Faixa 2;2021-01-07
4580;" Criolo ""Convoque Seu Buda""";2021-01-07
4581;" Criolo ""Esquiva Da Esgrima""";2021-01-07
4582; Baco Exu do Blues - Esú (Faixa 05);2021-01-07
4583; Childish Gambino - This Is America (Official Video);2021-01-07
4584; Orgânico Verão #1 - Lourena e Sant - Dizeres [Prod. Leo Casa 1];2021-01-07
4585; Froid - Negro é Foda (prod. Froid);2021-01-07
4586; Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ];2021-01-07
4587; 03. Baco Exu do Blues - Me Desculpa Jay Z (ft. 1LUM3);2021-01-07
4588; Froid - Fran's Café (Clipe Oficial);2021-01-07
4589; Froid - Pseudosocial (prod.Froid);2021-01-07
4590; CASTANHARI E NYVI - PROGRAMA EU FICO LOKO #48;2021-01-07
4591; Top 10 Motoristas;2021-01-07
4592; Top 10 Piores pais;2021-01-06
4593; Top 10 Chorões;2021-01-06
4594; Filmes e séries 2020/2021;2021-01-06
4595; MAURÍCIO MEIRELLES | Planeta Podcast Ep.14;2021-01-06
4596; BRUNA LOUISE | Planeta Podcast Ep.01;2021-01-06
4597; DIHH LOPES | Planeta Podcast Ep.06;2021-01-06
4598; BASTIDORES DOS 4 AMIGOS com Dihh Lopes | Planeta Podcast;2021-01-06
4599; A verdadeira história do povo negro que não te ensinaram na escola| Papo Rápido | Papo de Segunda;2021-01-06
4600; Saudades e reencontros | Papo Rápido | Papo de Segunda Verão;2021-01-06
4601; O segredo de ser chato é dizer tudo | Papo Rápido | Papo de Segunda Verão;2021-01-06
4602; Kakashi Recebe o Sharingan de Obito | Naruto Shippuden;2021-01-06
4603; JÚNIOR CHICÓ - Inteligência Ltda. Podcast #022;2021-01-06
4604; GUSTA STOCKLER - Inteligência Ltda. Podcast #024;2021-01-06
4605; MÁRCIO DONATO - Inteligência Ltda. Podcast #023;2021-01-06
4606; O Mundo É Um Moinho;2021-01-06
4607; Rodrigo Alarcon - Apesar de Querer | Sofar Goiânia;2021-01-06
4608; • O Lado Vazio do Sofá • Rodrigo Alarcon •;2021-01-06
4609; Froid part. Cynthia Luz  - Bicho de 7 Cabeças/A Culpa é das Igrejas [Ep. 123 ] [ Prod. Leo Casa 1 ];2021-01-06
4610; • Disritmia/Ex-amor • Rodrigo Alarcon (Martinho da Vila);2021-01-06
4611; Tim Bernardes - As Histórias do Cinema;2021-01-06
4612; Triste, Louca ou Má;2021-01-06
4613; Sentimental;2021-01-06
4614;" Tim Bernardes - ""A História Mais Velha do Mundo  | Recomeçar"" (ao vivo)";2021-01-06
4615; Ensaio Sobre Ela;2021-01-06
4616; Rubel - Mantra ft. Emicida [Áudio Oficial];2021-01-06
4617; Zeca Veloso, Caetano Veloso, Moreno Veloso - Todo Homem ft. Tom Veloso;2021-01-06
4618; Cícero - Açúcar ou adoçante?;2021-01-06
4619; Rubel - Partilhar [Áudio Oficial];2021-01-06
4620; Rubel - Ben [Clipe Oficial];2021-01-06
4621; Seu Jorge - Tive Razão;2021-01-06
4622; Liniker - Zero;2021-01-06
4623; Rubel - Quadro Verde [Áudio Oficial];2021-01-06
4624; Tim Bernardes - Ela;2021-01-06
4625; O Velho e o Mar;2021-01-06
4626; CHRISTIAN FIGUEIREDO - Inteligência Ltda. Podcast #008;2021-01-06
4627; Quando Bate Aquela Saudade;2021-01-06
4628; The Saxophones - New Taboo [Official Lyric Video];2021-01-06
4629; The Saxophones - Just Give Up [Official Audio];2021-01-06
4630; Breezeblocks;2021-01-06
4631; The Saxophones - Just You [Official Audio];2021-01-06
4632; The Saxophones - Singing Desperately [Official Audio];2021-01-06
4633; The Cinematic Orchestra - 'To Build A Home';2021-01-06
4634; the saxophones - aloha (legendado);2021-01-06
4635; If You're On The Water;2021-01-06
4636; MONARK (FLOW PODCAST) - Inteligência Ltda. Podcast #002;2021-01-06
4637;" Ludwig Göransson — ""The Mandalorian"" (from Virtual Premiere of ""The Mandalorian"")";2021-01-05
4638; Why 'The Mandalorian' Uses Virtual Sets Over Green Screen | Movies Insider;2021-01-05
4639; DIHH LOPES - Inteligência Ltda. Podcast #001;2021-01-05
4640; ROLANDINHO (PIPOCANDO) - Inteligência Ltda. Podcast #005;2021-01-05
4641;" Bring Me The Horizon - ""Can You Feel My Heart""";2021-01-05
4642; Life Is Strange Full Soundtrack (22 tracks);2021-01-05
4643; Relaxing Life is Strange music with Max Caulfield (1 hour) - Music by Jonathan Morali;2021-01-05
4644; Life is Strange - Best of - Original Soundtrack - Background Music;2021-01-05
4645; If You're On The Water;2021-01-05
4646; The Saxophones - Aloha;2021-01-05
4647; COISAS QUE AS MULHERES SÓ FAZEM NAS PROPAGANDAS - Nunca Te Pedi Nada;2021-01-05
4648; COMENTANDO MIMIMI DE MACHO NA QUARENTENA - Nunca Te Pedi Nada;2021-01-05
4649; COMENTANDO MIMIMI DE MACHO COM NOJINHO #02 - Nunca Te Pedi Nada;2021-01-05
4650; COMENTANDO MIMIMI DE MACHO PALESTRINHA - Nunca Te Pedi Nada;2021-01-05
4651; Fiz um STREAM DECK com R$ 75;2021-01-05
4652; PIORES DICAS DE BLOGUEIRAS FAMOSAS DO BRASIL 😂 - Nunca Te Pedi Nada;2021-01-05
4653; BLOGUEIRAS FAMOSAS Q SE ARREPENDERAM DA CIRURGIA PLÁSTICA 😱 - Nunca Te Pedi Nada;2021-01-05
4654; GRINGOS QUE SABEM FALAR BRASILEIRO | Lucas Inutilismo é Coisa Nossa;2021-01-05
4655; UM VÍDEO DE NATAL!;2021-01-05
4656; ANIMAIS SENDO ZOADOS (por outros animais);2021-01-05
4657; PETRIX ELIMINADO, FEMINISMO NO BBB, COMEBACK DA DEMI, MEGHAN E HARRY DESISTEM DA REALEZA | Foquinha;2021-01-05
4658; FIM DE GABI E SAULO, MEMES BBB, CLIPES DE GAGA E TAYLOR, BAPHOS CARNAVAL | Foquinha;2021-01-05
4659; TRETA ANITTA E LEO DIAS, NOVO ÁLBUM DA GAGA, FIM DE LILI E COLE??, “ADELE MAGRA” | Foquinha;2021-01-05
4660; FIM DE LUISA E WHINDERSSON, GIGI HADID GRÁVIDA, FESTA DA PUGLIESI, LUD CAINDO NA PISCINA | Foquinha;2021-01-05
4661; Mild Orange - Foreplay [Full Album];2021-01-05
4662; The Saxophones - Just Give Up [Official Audio];2021-01-05
4663; Eternity Bay;2021-01-05
4664; The Saxophones - Aloha [Official Audio];2021-01-05
4665; Anymore;2021-01-05
4666; The Saxophones - Singing Desperately [Official Audio];2021-01-05
4667; The Saxophones - Just You [Official Audio];2021-01-05
4668; Best Boy;2021-01-05
4669; the saxophones - aloha (legendado);2021-01-05
4670; it is one of those nights;2021-01-05
4671;" Sleeping At Last - ""Saturn"" (Official Music Video)";2021-01-05
4672; A Soulmate Who Wasnt Meant to Be;2021-01-05
4673; I Don't Wanna Be Okay Without You;2021-01-05
4674; Why Can't I Have You;2021-01-05
4675; If I Go, I'm Goin;2021-01-05
4676; We Might Be Dead By Tomorrow;2021-01-05
4677; The Cinematic Orchestra - 'To Build A Home';2021-01-05
4678; MANU VS. PRIOR, SAULO E GABI JUNTOS,  TRETA TAYLOR E KANYE, VIRAL DA CARDI B | Foquinha;2021-01-05
4679; Joji - SLOW DANCING IN THE DARK;2021-01-05
4680; Ariana Grande - God is a woman (Official Video);2021-01-05
4681; Ariana Grande - 7 rings (Official Video);2021-01-05
4682; THE CARTERS - APESHIT (Official Video);2021-01-05
4683; Beyoncé BLACK PARADE (Official Audio);2021-01-05
4684; TRETAS DO MÊS: LEA MICHELE, ANITTA E LUDMILLA, MAYRA CARDI E ARTHUR, JOSH DO NOW UNITED | Foquinha;2021-01-05
4685; Mac Miller - Self Care (Official Music Video);2021-01-05
